# source=gaiadr3.gaia_source via astroquery.Gaia(ROW_LIMIT=-1) query="SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE 1=CONTAINS(POINT('ICRS',ra,dec),CIRCLE('ICRS',133.85963729756944,-42.59317653588868,2.1)) AND phot_g_mean_mag < 14.0" fetched_utc=2026-06-17T05:06:53.303882+00:00
ra,dec,phot_g_mean_mag
136.07664481189425,-42.50263118932506,12.568816184997559
133.80962321011847,-43.7801977262358,12.569090843200684
134.7574704036276,-41.70278696986055,12.57675838470459
135.1681408772554,-42.62770685619196,12.596351623535156
132.8723021727624,-41.1927757529137,12.601547241210938
132.5610489344982,-43.043845243384126,12.60317325592041
131.5629013573085,-42.0686155312842,12.605121612548828
134.5611168289193,-40.724973595047366,12.60749340057373
132.53618402119224,-42.580208075489004,12.61225414276123
131.26481629810138,-43.07036020042612,12.62777042388916
133.75374475436055,-43.09282298922371,12.628780364990234
135.1234000186812,-41.9828611556387,12.641582489013672
132.49267543057778,-42.85226432257381,12.641993522644043
136.3265786566568,-42.581378131708924,12.644968032836914
134.6984223949881,-40.85359040251542,12.65579605102539
134.35936714203135,-42.961872238755554,12.658642768859863
136.51781059166552,-43.03551148070384,12.661447525024414
131.418069753986,-42.70891024369082,12.666853904724121
136.10442458078595,-42.11776847228881,12.669236183166504
133.14833662689585,-44.01231633566296,12.676058769226074
135.03417722340515,-42.24206677110498,12.679800033569336
136.09271098877034,-42.30925867276293,12.68993854522705
132.15136568876318,-43.2497603329343,12.69206714630127
132.6663139055843,-43.35870988243161,12.700922966003418
135.40421174175881,-43.370127740134514,12.707359313964844
134.57397592683665,-42.27431445139186,12.714926719665527
131.63637924110878,-43.66054960162183,12.742239952087402
135.57576950653953,-41.894825627598834,12.744844436645508
133.16661439878936,-41.079105371703015,12.754348754882812
131.69542274694027,-41.35904440712807,12.760068893432617
133.43495750711548,-41.89599860213998,12.762763023376465
132.44895990968257,-40.892457732982514,12.770901679992676
133.63505017239441,-43.456462851736205,12.771944999694824
134.36132637401292,-41.21751252104125,12.772604942321777
135.71334347775556,-43.349542918461886,12.782075881958008
134.21697563662372,-44.39814988539755,12.783546447753906
131.90804321367455,-43.13607405026416,12.78608226776123
133.16605061086088,-41.17460350764253,12.786744117736816
136.57527027725774,-42.86007194242243,12.800280570983887
133.29817748186073,-43.136363443968456,12.801355361938477
135.2341609975058,-42.05041117263972,12.813721656799316
132.97688485529562,-43.71114027014397,12.817221641540527
135.0757572429358,-42.66919784751024,12.830792427062988
133.50550637735947,-44.028302841021976,12.836081504821777
134.12061967605015,-42.31705873343102,12.840926170349121
134.13987438538481,-42.18278004159945,12.856276512145996
132.15720111256434,-41.928906707086114,12.860889434814453
133.35546750507007,-42.59657119231947,12.868664741516113
135.4204568745374,-41.206214833922324,12.870948791503906
134.33244891116487,-42.69834784908866,12.873589515686035
132.63221968799118,-43.04852603960878,12.877318382263184
134.5419100179521,-43.51461284735679,12.904953002929688
133.15615568541287,-43.711173777146776,12.907459259033203
133.14639103914115,-42.690928127709064,12.923397064208984
133.74573562295845,-41.59609826869051,12.927881240844727
135.87759190263435,-42.87982135482435,12.942025184631348
132.1535856710058,-43.17861808939255,12.942623138427734
132.4165174933709,-44.118009982714106,12.944756507873535
135.9614447531212,-44.00053932618617,12.950260162353516
